Student_ID,Age,Gender,Education_Level,Graduation_Year,College_Name,Course_Branch,Certification_Name,Certification_Provider,Number_of_Certifications,Internship_Company,Internship_Domain,Internship_Duration_Months,Number_of_Internships,Experience_Profile,Practical_Skill_Score,Theoretical_Score,Employer_Preference_Score,Placement_Status,Salary_Package_LPA,PPO_Conversion_Status,Time_to_Offer_Days,Primary_Skills
STU10931,23,Non-Binary,B.Tech,2025,State Tech University (Tier 2),Business Analytics,IBM Data Science Professional,NPTEL,1,None,None,0,0,Certification Only,32,50,4.1,Unplaced,0.0,Not Converted,-1,"SQL, AWS, System Design, Git"
STU10932,25,Female,B.Tech,2023,BITS & Top National Inst (Tier 1),Computer Science & Engineering,AWS Certified Solutions Architect; Meta Front-End Developer Specialization; Coursera Machine Learning Specialization,Udemy; Google Cloud; NPTEL,3,DataMetrics Labs,Cloud & DevOps,3,1,Both (Hybrid),80,85,8.2,Placed,13.84,On-Campus / Off-Campus Placement,79,"AWS, System Design, Git, Data Analysis, Kubernetes, Python, Communication, Machine Learning, Power BI, Problem Solving"
STU10933,22,Male,MBA (Tech & Analytics),2026,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,None,None,0,Amazon AWS,Cloud & DevOps,9,1,Internship Only,83,49,7.7,Placed,13.8,On-Campus / Off-Campus Placement,87,"Data Analysis, Java, React, Python, Git, Communication"
STU10934,21,Female,B.Tech,2026,State Tech University (Tier 2),Data Science & Artificial Intelligence,Google Professional Data Engineer,Coursera,1,Google India,Software Engineering,2,2,Both (Hybrid),84,61,8.3,Placed,13.62,On-Campus / Off-Campus Placement,78,"Git, Java, Python, System Design, AWS, Problem Solving, Kubernetes, React, Communication, Tableau"
STU10935,22,Male,B.Sc (CS/IT),2024,BITS & Top National Inst (Tier 1),Cyber Security,None,None,0,InnovateTech Startup,Data Science & Analytics,14,3,Internship Only,100,63,10.0,Placed,23.36,On-Campus / Off-Campus Placement,5,"Tableau, Java, Communication, React, SQL, Kubernetes, AWS, Git, System Design, Python"
STU10936,21,Male,BCA,2024,City Engineering College (Tier 3),Computer Science & Engineering,TensorFlow Developer Certificate,Google Cloud,1,Microsoft Tech,Product & Business Analytics,2,1,Both (Hybrid),54,48,6.1,Placed,7.78,On-Campus / Off-Campus Placement,87,"Git, Power BI, Data Analysis, Communication, Kubernetes, Machine Learning"
STU10937,24,Female,B.Tech,2023,BITS & Top National Inst (Tier 1),Electronics & Communication,None,None,0,DataMetrics Labs,Artificial Intelligence / ML,9,1,Internship Only,77,42,8.6,Placed,14.38,Direct PPO (Pre-Placement Offer),57,"Python, Data Analysis, Docker, SQL, AWS"
STU10938,21,Female,B.Tech,2025,IIT / NIT Group (Tier 1),Electronics & Communication,Microsoft Certified: Azure Developer,Microsoft Azure,1,CyberGuard Analytics,Cyber Security,7,2,Both (Hybrid),94,59,9.6,Placed,16.51,Internship Conversion,17,"Kubernetes, Power BI, Tableau, SQL, Data Analysis, Git, Docker, Problem Solving, Python"
STU10939,22,Female,B.Tech,2024,IIT / NIT Group (Tier 1),Data Science & Artificial Intelligence,Meta Front-End Developer Specialization; Docker & Kubernetes Developer Cert; IBM Data Science Professional,Udemy; Coursera; NPTEL,3,TCS Innovation Labs,Data Science & Analytics,3,1,Both (Hybrid),61,79,8.0,Placed,12.68,On-Campus / Off-Campus Placement,75,"Machine Learning, Kubernetes, Communication, Data Analysis, Python, System Design, Problem Solving, SQL, Docker, Java"
STU10940,22,Male,B.Tech,2024,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,AWS Certified Solutions Architect,Google Cloud,1,InnovateTech Startup,Cyber Security,3,1,Both (Hybrid),64,66,6.1,Placed,10.67,On-Campus / Off-Campus Placement,68,"Java, Tableau, SQL, Power BI, Kubernetes, Python, Docker, Communication"
STU10941,22,Female,B.Tech,2024,Apex Institute of Technology (Tier 2),Information Technology,TensorFlow Developer Certificate,Udemy,1,None,None,0,0,Certification Only,40,56,4.2,Placed,5.52,On-Campus / Off-Campus Placement,133,"Python, Power BI, Git, System Design, Data Analysis"
STU10942,23,Male,B.Tech,2025,State Tech University (Tier 2),Business Analytics,Coursera Machine Learning Specialization; Microsoft Certified: Azure Developer,Meta; NPTEL,2,None,None,0,0,Certification Only,43,66,5.4,Placed,7.94,On-Campus / Off-Campus Placement,124,"Tableau, Data Analysis, Kubernetes, Git, Machine Learning"
STU10943,23,Non-Binary,M.Tech,2024,State Tech University (Tier 2),Electronics & Communication,None,None,0,Microsoft Tech,Cloud & DevOps,6,1,Internship Only,71,52,8.1,Placed,11.96,Internship Conversion,54,"Problem Solving, Power BI, Tableau, Python, Git"
STU10944,21,Non-Binary,MBA (Tech & Analytics),2023,State Tech University (Tier 2),Computer Science & Engineering,Google Professional Data Engineer,NPTEL,1,Infosys Center,Data Science & Analytics,2,1,Both (Hybrid),53,62,6.4,Placed,10.14,Internship Conversion,36,"React, Java, Git, Python, AWS, Communication, Kubernetes, Machine Learning"
STU10945,21,Female,B.Tech,2025,Apex Institute of Technology (Tier 2),Business Analytics,Google Professional Data Engineer; NPTEL Cloud Computing & Distributed Systems,Meta; Udemy,2,None,None,0,0,Certification Only,34,76,4.9,Placed,8.52,On-Campus / Off-Campus Placement,107,"Power BI, Machine Learning, Java, AWS, React"
STU10946,21,Female,B.Tech,2025,IIT / NIT Group (Tier 1),Data Science & Artificial Intelligence,Docker & Kubernetes Developer Cert,AWS,1,None,None,0,0,Certification Only,42,73,5.5,Placed,10.5,On-Campus / Off-Campus Placement,121,"AWS, Python, Machine Learning"
STU10947,24,Female,B.Tech,2026,Regional Tech Institute (Tier 3),Data Science & Artificial Intelligence,Google Professional Data Engineer; IBM Data Science Professional,Microsoft Azure; IBM,2,None,None,0,0,Certification Only,40,55,4.6,Placed,5.58,On-Campus / Off-Campus Placement,101,"Power BI, Python, AWS, React, Machine Learning"
STU10948,24,Female,BCA,2023,BITS & Top National Inst (Tier 1),Electronics & Communication,Certified Information Systems Security Professional (CISSP),Google Cloud,1,None,None,0,0,Certification Only,42,64,5.2,Unplaced,0.0,Not Converted,-1,"SQL, Problem Solving, Git, Kubernetes"
STU10949,22,Male,B.Sc (CS/IT),2025,Regional Tech Institute (Tier 3),Computer Science & Engineering,Meta Front-End Developer Specialization; TensorFlow Developer Certificate; AWS Certified Solutions Architect,Meta; Google Cloud; AWS,3,None,None,0,0,Certification Only,20,74,4.9,Placed,6.29,On-Campus / Off-Campus Placement,98,"React, Git, Data Analysis, Power BI, Java, Python, AWS, Problem Solving"
STU10950,22,Male,B.Tech,2025,BITS & Top National Inst (Tier 1),Electronics & Communication,Docker & Kubernetes Developer Cert; Meta Front-End Developer Specialization; Microsoft Certified: Azure Developer,Meta; Google Cloud; Microsoft Azure,4,Microsoft Tech,Software Engineering,2,1,Both (Hybrid),68,100,8.2,Placed,16.44,On-Campus / Off-Campus Placement,60,"Machine Learning, React, Git, AWS, Problem Solving, Data Analysis, Power BI, System Design, Kubernetes, Java"
STU10951,23,Female,B.Tech,2023,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,None,None,0,TCS Innovation Labs,Product & Business Analytics,3,2,Internship Only,77,46,7.6,Placed,12.06,Internship Conversion,48,"Power BI, Java, Data Analysis, SQL, Tableau, AWS, Python, Communication, System Design"
STU10952,21,Female,B.Sc (CS/IT),2025,BITS & Top National Inst (Tier 1),Business Analytics,Meta Front-End Developer Specialization,Coursera,1,Microsoft Tech,Cyber Security,2,2,Both (Hybrid),84,63,8.9,Placed,14.67,Internship Conversion,17,"Data Analysis, Communication, Problem Solving, Machine Learning, SQL, Tableau, AWS, Power BI, React, Python"
STU10953,24,Male,BCA,2024,IIT / NIT Group (Tier 1),Computer Science & Engineering,AWS Certified Solutions Architect,Coursera,1,Infosys Center,Cloud & DevOps,2,2,Both (Hybrid),83,72,7.7,Placed,15.42,On-Campus / Off-Campus Placement,57,"Problem Solving, Git, Docker, AWS, Java, Kubernetes, Communication, React, Power BI, System Design"
STU10954,22,Female,B.Tech,2026,City Engineering College (Tier 3),Data Science & Artificial Intelligence,None,None,0,TCS Innovation Labs,Artificial Intelligence / ML,2,1,Internship Only,36,53,5.6,Placed,6.8,On-Campus / Off-Campus Placement,91,"Python, Problem Solving, SQL, AWS"
STU10955,22,Male,BCA,2023,City Engineering College (Tier 3),Electronics & Communication,IBM Data Science Professional; Microsoft Certified: Azure Developer; Google Professional Data Engineer,AWS; Google Cloud; Microsoft Azure,3,None,None,0,0,Certification Only,29,84,4.9,Unplaced,0.0,Not Converted,-1,"Data Analysis, Communication, Kubernetes, Java, Git, Machine Learning, AWS, Tableau"
STU10956,22,Male,B.Tech,2025,State Tech University (Tier 2),Computer Science & Engineering,IBM Data Science Professional; TensorFlow Developer Certificate; Microsoft Certified: Azure Developer,Google Cloud; Meta; Udemy,3,Deloitte Consulting,Data Science & Analytics,2,1,Both (Hybrid),57,87,7.0,Placed,11.49,On-Campus / Off-Campus Placement,50,"React, Kubernetes, Docker, Problem Solving, Git, SQL, Java, Communication, Power BI, AWS"
STU10957,21,Female,B.Tech,2024,Apex Institute of Technology (Tier 2),Computer Science & Engineering,Coursera Machine Learning Specialization,Microsoft Azure,1,Amazon AWS,Data Science & Analytics,6,1,Both (Hybrid),77,63,7.7,Placed,12.08,Direct PPO (Pre-Placement Offer),51,"Power BI, Tableau, Kubernetes, Machine Learning, Problem Solving, Git, Java, Python"
STU10958,21,Female,B.Sc (CS/IT),2026,Apex Institute of Technology (Tier 2),Cyber Security,Microsoft Certified: Azure Developer; Meta Front-End Developer Specialization,Google Cloud; NPTEL,2,Microsoft Tech,Data Science & Analytics,9,3,Both (Hybrid),100,68,10.0,Placed,19.67,Direct PPO (Pre-Placement Offer),5,"Communication, Python, System Design, Tableau, Data Analysis, Java, AWS, SQL, Docker, Machine Learning"
STU10959,23,Female,B.Sc (CS/IT),2024,City Engineering College (Tier 3),Computer Science & Engineering,None,None,0,None,None,0,0,Neither,22,31,4.2,Placed,3.5,On-Campus / Off-Campus Placement,128,"Problem Solving, SQL"
STU10960,21,Male,B.Tech,2026,State Tech University (Tier 2),Cyber Security,AWS Certified Solutions Architect; Docker & Kubernetes Developer Cert,Coursera; Udemy,2,Microsoft Tech,Product & Business Analytics,2,2,Both (Hybrid),76,74,8.6,Placed,13.33,Internship Conversion,51,"AWS, Communication, Problem Solving, Data Analysis, Java, SQL, Machine Learning, React, Git, Power BI"
STU10961,22,Male,MBA (Tech & Analytics),2026,State Tech University (Tier 2),Computer Science & Engineering,NPTEL Cloud Computing & Distributed Systems; Meta Front-End Developer Specialization; Coursera Machine Learning Specialization,Google Cloud; Udemy; AWS,3,InnovateTech Startup,Cloud & DevOps,3,1,Both (Hybrid),54,84,7.9,Placed,12.69,On-Campus / Off-Campus Placement,66,"Data Analysis, Problem Solving, Python, React, Communication, Docker, Power BI, Tableau, SQL, AWS"
STU10962,21,Female,B.Tech,2024,State Tech University (Tier 2),Data Science & Artificial Intelligence,AWS Certified Solutions Architect; IBM Data Science Professional,NPTEL; Coursera,2,Amazon AWS,Artificial Intelligence / ML,3,2,Both (Hybrid),89,80,9.9,Placed,14.64,On-Campus / Off-Campus Placement,8,"Git, System Design, Python, React, SQL, Kubernetes, Data Analysis, Communication, Problem Solving, AWS"
STU10963,22,Female,B.Sc (CS/IT),2025,State Tech University (Tier 2),Electronics & Communication,Certified Information Systems Security Professional (CISSP),Udemy,1,DataMetrics Labs,Software Engineering,12,1,Both (Hybrid),86,53,9.8,Placed,15.13,Direct PPO (Pre-Placement Offer),39,"Python, Data Analysis, Docker, Power BI, Git, SQL, Communication, AWS"
STU10964,22,Male,B.Tech,2026,City Engineering College (Tier 3),Information Technology,Coursera Machine Learning Specialization; Microsoft Certified: Azure Developer,AWS; Udemy,2,Microsoft Tech,Software Engineering,3,2,Both (Hybrid),78,73,7.8,Placed,10.91,Internship Conversion,35,"Machine Learning, AWS, System Design, Power BI, Python, Docker, Problem Solving, React, Kubernetes, SQL"
STU10965,22,Female,M.Tech,2024,BITS & Top National Inst (Tier 1),Data Science & Artificial Intelligence,AWS Certified Solutions Architect,IBM,1,InnovateTech Startup,Product & Business Analytics,6,1,Both (Hybrid),67,71,8.9,Placed,13.82,On-Campus / Off-Campus Placement,20,"Kubernetes, Problem Solving, Power BI, Machine Learning, AWS, Python, Docker, Git"
STU10966,23,Male,M.Tech,2024,BITS & Top National Inst (Tier 1),Data Science & Artificial Intelligence,AWS Certified Solutions Architect; Certified Information Systems Security Professional (CISSP),Google Cloud; Meta,2,Deloitte Consulting,Product & Business Analytics,2,1,Both (Hybrid),71,79,7.0,Placed,16.05,On-Campus / Off-Campus Placement,73,"Kubernetes, Docker, System Design, SQL, React, Machine Learning, Data Analysis, Power BI, Git"
STU10967,22,Female,B.Tech,2025,Apex Institute of Technology (Tier 2),Electronics & Communication,Coursera Machine Learning Specialization,Microsoft Azure,1,Amazon AWS,Artificial Intelligence / ML,9,3,Both (Hybrid),100,52,10.0,Placed,20.65,Direct PPO (Pre-Placement Offer),17,"Power BI, Java, System Design, Problem Solving, React, Git, AWS, Docker, Machine Learning, Tableau"
STU10968,22,Female,MBA (Tech & Analytics),2024,Apex Institute of Technology (Tier 2),Computer Science & Engineering,IBM Data Science Professional,Meta,1,Amazon AWS,Artificial Intelligence / ML,3,1,Both (Hybrid),68,62,7.1,Placed,13.15,On-Campus / Off-Campus Placement,84,"AWS, System Design, Java, React, Power BI, Python, Data Analysis, Communication"
STU10969,22,Male,B.Sc (CS/IT),2023,BITS & Top National Inst (Tier 1),Data Science & Artificial Intelligence,NPTEL Cloud Computing & Distributed Systems; Meta Front-End Developer Specialization,AWS; Coursera,2,Amazon AWS,Software Engineering,3,2,Both (Hybrid),89,84,8.6,Placed,17.29,On-Campus / Off-Campus Placement,29,"Power BI, Machine Learning, React, Java, AWS, Kubernetes, SQL, Problem Solving, Git, System Design"
STU10970,23,Male,B.Sc (CS/IT),2024,State Tech University (Tier 2),Computer Science & Engineering,TensorFlow Developer Certificate; AWS Certified Solutions Architect; Docker & Kubernetes Developer Cert,Google Cloud; Udemy; NPTEL,3,None,None,0,0,Certification Only,46,82,5.8,Placed,7.87,On-Campus / Off-Campus Placement,116,"Power BI, Java, System Design, React, Communication, SQL, Docker, Machine Learning, Git"
STU10971,24,Female,B.Tech,2024,Regional Tech Institute (Tier 3),Data Science & Artificial Intelligence,None,None,0,None,None,0,0,Neither,32,38,4.0,Placed,3.5,On-Campus / Off-Campus Placement,127,"Problem Solving, Java"
STU10972,23,Female,B.Sc (CS/IT),2024,BITS & Top National Inst (Tier 1),Computer Science & Engineering,Meta Front-End Developer Specialization; Microsoft Certified: Azure Developer; IBM Data Science Professional,Meta; Udemy; Coursera,4,Infosys Center,Data Science & Analytics,6,1,Both (Hybrid),71,100,9.0,Placed,16.8,Direct PPO (Pre-Placement Offer),39,"Kubernetes, Git, Tableau, Problem Solving, SQL, AWS, Machine Learning, Java, Python, Docker"
STU10973,21,Female,M.Tech,2023,Apex Institute of Technology (Tier 2),Computer Science & Engineering,Meta Front-End Developer Specialization; Coursera Machine Learning Specialization,NPTEL; Meta,2,FinTech Solutions,Cyber Security,6,1,Both (Hybrid),70,63,7.7,Placed,11.97,On-Campus / Off-Campus Placement,67,"Kubernetes, System Design, React, Data Analysis, Docker, AWS, Git, Python, Java, Tableau"
STU10974,21,Female,B.Tech,2026,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,IBM Data Science Professional; Microsoft Certified: Azure Developer,Coursera; AWS,2,Google India,Cloud & DevOps,6,1,Both (Hybrid),69,73,7.2,Placed,11.29,Direct PPO (Pre-Placement Offer),33,"Problem Solving, Machine Learning, Java, Tableau, AWS, Docker, SQL, System Design, Data Analysis"
STU10975,22,Female,MBA (Tech & Analytics),2025,State Tech University (Tier 2),Computer Science & Engineering,AWS Certified Solutions Architect; Microsoft Certified: Azure Developer; Docker & Kubernetes Developer Cert,Meta; Microsoft Azure; NPTEL,3,None,None,0,0,Certification Only,34,84,5.0,Placed,9.69,On-Campus / Off-Campus Placement,123,"Data Analysis, Git, SQL, Java, Kubernetes, System Design, Machine Learning, AWS"
STU10976,22,Female,B.Tech,2023,Regional Tech Institute (Tier 3),Computer Science & Engineering,NPTEL Cloud Computing & Distributed Systems,NPTEL,1,Amazon AWS,Cyber Security,3,2,Both (Hybrid),84,50,7.3,Placed,9.56,Internship Conversion,23,"Git, Data Analysis, Communication, SQL, Java, React, Problem Solving, AWS, Tableau, Docker"
STU10977,21,Female,B.Tech,2025,Apex Institute of Technology (Tier 2),Information Technology,Certified Information Systems Security Professional (CISSP); Microsoft Certified: Azure Developer; NPTEL Cloud Computing & Distributed Systems,Meta; Udemy; Microsoft Azure,3,None,None,0,0,Certification Only,37,78,5.2,Placed,10.6,On-Campus / Off-Campus Placement,72,"Communication, Machine Learning, Power BI, SQL, Git, Problem Solving, React, System Design"
STU10978,22,Male,BCA,2025,State Tech University (Tier 2),Data Science & Artificial Intelligence,None,None,0,FinTech Solutions,Product & Business Analytics,4,3,Internship Only,100,49,9.5,Placed,14.79,On-Campus / Off-Campus Placement,19,"Git, AWS, Tableau, Power BI, Communication, React, Python, System Design, Java, Docker"
STU10979,22,Male,BCA,2026,Apex Institute of Technology (Tier 2),Electronics & Communication,None,None,0,FinTech Solutions,Software Engineering,9,1,Internship Only,76,39,8.3,Placed,15.77,Direct PPO (Pre-Placement Offer),53,"SQL, Data Analysis, Java, Tableau, Python, Communication"
STU10980,22,Male,BCA,2023,Apex Institute of Technology (Tier 2),Information Technology,IBM Data Science Professional; Google Professional Data Engineer,NPTEL; Meta,2,DataMetrics Labs,Cloud & DevOps,3,1,Both (Hybrid),71,76,7.5,Placed,13.46,On-Campus / Off-Campus Placement,46,"Kubernetes, System Design, Communication, Docker, SQL, Python, Java, Data Analysis, Machine Learning"
STU10981,23,Female,B.Tech,2024,Apex Institute of Technology (Tier 2),Computer Science & Engineering,Google Professional Data Engineer; Meta Front-End Developer Specialization; Microsoft Certified: Azure Developer,Microsoft Azure; NPTEL; Udemy,3,Infosys Center,Product & Business Analytics,9,1,Both (Hybrid),77,78,9.1,Placed,14.85,Direct PPO (Pre-Placement Offer),55,"Python, Tableau, Kubernetes, SQL, System Design, Power BI, React, Docker, Machine Learning, AWS"
STU10982,21,Male,MBA (Tech & Analytics),2026,City Engineering College (Tier 3),Information Technology,Docker & Kubernetes Developer Cert; IBM Data Science Professional; AWS Certified Solutions Architect,NPTEL; AWS; Google Cloud,3,Infosys Center,Data Science & Analytics,3,3,Both (Hybrid),94,82,10.0,Placed,12.97,Internship Conversion,5,"Power BI, SQL, AWS, System Design, Problem Solving, Communication, React, Machine Learning, Docker, Kubernetes"
STU10983,21,Female,B.Tech,2026,State Tech University (Tier 2),Computer Science & Engineering,Certified Information Systems Security Professional (CISSP); Microsoft Certified: Azure Developer,Meta; NPTEL,2,CyberGuard Analytics,Product & Business Analytics,3,1,Both (Hybrid),72,75,7.9,Placed,10.49,Internship Conversion,49,"System Design, Kubernetes, AWS, Python, Tableau, SQL, Communication, Git, Data Analysis, Problem Solving"
STU10984,23,Female,B.Tech,2025,State Tech University (Tier 2),Electronics & Communication,AWS Certified Solutions Architect; Microsoft Certified: Azure Developer,Google Cloud; Udemy,2,Infosys Center,Artificial Intelligence / ML,3,1,Both (Hybrid),60,80,7.6,Placed,12.38,Internship Conversion,57,"Data Analysis, Machine Learning, Kubernetes, Docker, Java, Python, Power BI, Git"
STU10985,22,Female,B.Tech,2025,BITS & Top National Inst (Tier 1),Cyber Security,TensorFlow Developer Certificate,NPTEL,1,Infosys Center,Product & Business Analytics,9,1,Both (Hybrid),93,73,8.9,Placed,18.07,Direct PPO (Pre-Placement Offer),32,"Machine Learning, Problem Solving, Communication, SQL, React, Power BI, Tableau, System Design"
STU10986,23,Male,BCA,2023,IIT / NIT Group (Tier 1),Data Science & Artificial Intelligence,Google Professional Data Engineer; IBM Data Science Professional; Meta Front-End Developer Specialization,NPTEL; IBM; Coursera,5,Deloitte Consulting,Software Engineering,9,3,Both (Hybrid),100,100,10.0,Placed,21.74,Direct PPO (Pre-Placement Offer),5,"AWS, Python, SQL, System Design, Problem Solving, React, Communication, Java, Machine Learning, Kubernetes"
STU10987,22,Male,MBA (Tech & Analytics),2025,IIT / NIT Group (Tier 1),Information Technology,Coursera Machine Learning Specialization,AWS,1,CyberGuard Analytics,Data Science & Analytics,3,1,Both (Hybrid),60,62,7.0,Placed,13.71,On-Campus / Off-Campus Placement,78,"React, Data Analysis, Machine Learning, Docker, Power BI, AWS"
STU10988,21,Male,BCA,2024,City Engineering College (Tier 3),Computer Science & Engineering,Google Professional Data Engineer; Docker & Kubernetes Developer Cert,Google Cloud; AWS,2,None,None,0,0,Certification Only,24,56,4.0,Placed,3.72,On-Campus / Off-Campus Placement,91,"Tableau, Power BI, React, Kubernetes, Docker"
STU10989,23,Male,B.Sc (CS/IT),2023,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,Meta Front-End Developer Specialization; Certified Information Systems Security Professional (CISSP),Microsoft Azure; IBM,2,CyberGuard Analytics,Artificial Intelligence / ML,12,1,Both (Hybrid),91,77,8.6,Placed,14.12,Direct PPO (Pre-Placement Offer),23,"Communication, Docker, Git, System Design, Kubernetes, SQL, React, Tableau, Python"
STU10990,23,Male,B.Tech,2025,Apex Institute of Technology (Tier 2),Electronics & Communication,AWS Certified Solutions Architect; Coursera Machine Learning Specialization,Meta; Google Cloud,2,CyberGuard Analytics,Data Science & Analytics,9,1,Both (Hybrid),82,78,8.4,Placed,12.93,Direct PPO (Pre-Placement Offer),10,"Communication, Data Analysis, Tableau, SQL, Machine Learning, System Design, Problem Solving, AWS"
STU10991,23,Female,BCA,2023,Apex Institute of Technology (Tier 2),Computer Science & Engineering,IBM Data Science Professional,Coursera,1,None,None,0,0,Certification Only,44,57,4.4,Unplaced,0.0,Not Converted,-1,"Power BI, AWS, System Design"
STU10992,22,Female,B.Tech,2024,City Engineering College (Tier 3),Computer Science & Engineering,Docker & Kubernetes Developer Cert; Google Professional Data Engineer; Microsoft Certified: Azure Developer,Meta; Microsoft Azure; AWS,4,CyberGuard Analytics,Software Engineering,2,1,Both (Hybrid),55,86,6.8,Placed,9.13,On-Campus / Off-Campus Placement,51,"Problem Solving, Data Analysis, React, Communication, Machine Learning, Power BI, Tableau, AWS, Git, Python"
STU10993,22,Female,B.Tech,2026,State Tech University (Tier 2),Data Science & Artificial Intelligence,Certified Information Systems Security Professional (CISSP); AWS Certified Solutions Architect,IBM; Microsoft Azure,2,Deloitte Consulting,Artificial Intelligence / ML,9,1,Both (Hybrid),72,79,8.2,Placed,14.7,On-Campus / Off-Campus Placement,50,"Data Analysis, Git, Machine Learning, AWS, Kubernetes, Power BI, SQL, React, Tableau, Docker"
STU10994,22,Female,B.Tech,2023,City Engineering College (Tier 3),Information Technology,AWS Certified Solutions Architect; Microsoft Certified: Azure Developer; Docker & Kubernetes Developer Cert,Udemy; Microsoft Azure; IBM,4,CyberGuard Analytics,Artificial Intelligence / ML,3,2,Both (Hybrid),74,87,8.5,Placed,11.95,On-Campus / Off-Campus Placement,34,"Power BI, AWS, Tableau, Git, Docker, SQL, Machine Learning, Problem Solving, Data Analysis, Kubernetes"
STU10995,21,Male,BCA,2026,State Tech University (Tier 2),Data Science & Artificial Intelligence,None,None,0,InnovateTech Startup,Cyber Security,3,3,Internship Only,98,37,9.5,Placed,15.5,On-Campus / Off-Campus Placement,10,"SQL, Power BI, Data Analysis, React, Java, Kubernetes, Git, Machine Learning, AWS, Problem Solving"
STU10996,24,Female,BCA,2026,Regional Tech Institute (Tier 3),Business Analytics,AWS Certified Solutions Architect; NPTEL Cloud Computing & Distributed Systems,Meta; Coursera,2,Microsoft Tech,Software Engineering,6,1,Both (Hybrid),65,71,7.4,Placed,8.62,Internship Conversion,19,"SQL, AWS, System Design, Tableau, Java, Communication, React, Docker, Power BI, Python"
STU10997,21,Female,B.Sc (CS/IT),2025,Apex Institute of Technology (Tier 2),Computer Science & Engineering,Microsoft Certified: Azure Developer; IBM Data Science Professional,IBM; Meta,2,DataMetrics Labs,Product & Business Analytics,3,1,Both (Hybrid),60,63,7.0,Placed,11.9,On-Campus / Off-Campus Placement,85,"Data Analysis, AWS, React, Tableau, Power BI, Kubernetes, Docker, Communication, Problem Solving, Machine Learning"
STU10998,25,Male,B.Tech,2023,State Tech University (Tier 2),Data Science & Artificial Intelligence,IBM Data Science Professional; Microsoft Certified: Azure Developer,Coursera; Meta,2,None,None,0,0,Certification Only,36,74,4.3,Unplaced,0.0,Not Converted,-1,"Power BI, Communication, Kubernetes, AWS, Python, Git"
STU10999,22,Female,B.Tech,2024,Apex Institute of Technology (Tier 2),Information Technology,Google Professional Data Engineer; Meta Front-End Developer Specialization; Certified Information Systems Security Professional (CISSP),Microsoft Azure; AWS; NPTEL,4,Infosys Center,Product & Business Analytics,3,2,Both (Hybrid),74,87,10.0,Placed,17.07,On-Campus / Off-Campus Placement,14,"Docker, AWS, Java, Machine Learning, React, Kubernetes, System Design, Python, Communication, Data Analysis"
STU11000,21,Male,BCA,2024,State Tech University (Tier 2),Computer Science & Engineering,None,None,0,None,None,0,0,Neither,39,43,3.7,Placed,4.63,On-Campus / Off-Campus Placement,134,"Java, SQL, Data Analysis"
STU11001,22,Female,B.Tech,2024,BITS & Top National Inst (Tier 1),Information Technology,None,None,0,Google India,Cloud & DevOps,19,3,Internship Only,100,70,10.0,Placed,23.1,Direct PPO (Pre-Placement Offer),5,"Git, Problem Solving, Data Analysis, Kubernetes, Tableau, Machine Learning, Python, SQL, Java, System Design"
STU11002,24,Non-Binary,M.Tech,2024,Apex Institute of Technology (Tier 2),Computer Science & Engineering,AWS Certified Solutions Architect,Google Cloud,1,Deloitte Consulting,Software Engineering,9,1,Both (Hybrid),75,52,8.7,Placed,15.71,Direct PPO (Pre-Placement Offer),51,"Kubernetes, Python, AWS, Problem Solving, React, Machine Learning, Communication"
STU11003,23,Male,BCA,2026,State Tech University (Tier 2),Computer Science & Engineering,None,None,0,CyberGuard Analytics,Product & Business Analytics,6,1,Internship Only,72,42,7.3,Placed,13.4,Direct PPO (Pre-Placement Offer),47,"Tableau, SQL, Communication, Docker"
STU11004,23,Female,B.Tech,2023,IIT / NIT Group (Tier 1),Computer Science & Engineering,Docker & Kubernetes Developer Cert; IBM Data Science Professional; Coursera Machine Learning Specialization,IBM; Microsoft Azure; AWS,5,DataMetrics Labs,Software Engineering,9,1,Both (Hybrid),93,100,10.0,Placed,20.83,Internship Conversion,28,"Data Analysis, Power BI, SQL, Docker, Tableau, Kubernetes, AWS, System Design, Git, Machine Learning"
STU11005,23,Female,MBA (Tech & Analytics),2025,Regional Tech Institute (Tier 3),Business Analytics,Certified Information Systems Security Professional (CISSP),Coursera,1,DataMetrics Labs,Software Engineering,3,3,Both (Hybrid),100,50,9.4,Placed,11.87,On-Campus / Off-Campus Placement,17,"AWS, Communication, Data Analysis, Tableau, React, Machine Learning, Git, Java, Problem Solving, Docker"
STU11006,23,Non-Binary,BCA,2023,Apex Institute of Technology (Tier 2),Data Science & Artificial Intelligence,IBM Data Science Professional,AWS,1,Deloitte Consulting,Software Engineering,3,3,Both (Hybrid),99,58,9.5,Placed,16.59,Internship Conversion,26,"Kubernetes, React, System Design, Machine Learning, SQL, Docker, Problem Solving, Tableau, Data Analysis, Java"
STU11007,23,Male,B.Tech,2025,City Engineering College (Tier 3),Electronics & Communication,None,None,0,CyberGuard Analytics,Software Engineering,14,3,Internship Only,100,50,10.0,Placed,17.24,Direct PPO (Pre-Placement Offer),5,"Python, Machine Learning, Git, Tableau, Problem Solving, AWS, Docker, Data Analysis, Kubernetes, React"
